group;id;chrom;nSNP;from;to;lengthBps
Jacobs;H97;2;17;73046724;73926990;880266
Jacobs;H97;2;30;79298450;80904183;1605733
Jacobs;H97;2;222;84640849;97685376;13044527
Jacobs;H97;2;24;122060498;123671526;1611028
Jacobs;H97;2;23;128510347;129602869;1092522
Jacobs;H97;2;44;131727936;133577022;1849086
Jacobs;H97;2;68;141725733;145648041;3922308
Jacobs;H97;2;35;211611196;213674776;2063580
Jacobs;H97;2;169;227921207;237221424;9300217
Jacobs;H97;10;138;1413129;10875464;9462335
Jacobs;H97;10;29;14949320;16612393;1663073
Jacobs;H97;10;26;21584008;22955949;1371941
Jacobs;H97;10;121;23305210;29882404;6577194
Jacobs;H97;10;18;36448017;37738237;1290220
Jacobs;H97;10;20;38727795;40071898;1344103
Jacobs;H97;10;223;41271768;54216568;12944800
Jacobs;H97;10;30;56914955;59054630;2139675
Jacobs;H97;10;39;66062576;68311196;2248620
Jacobs;H98;2;15;1717596;2515692;798096
Jacobs;H98;2;75;17969084;21883834;3914750
Jacobs;H98;2;27;22809937;24092677;1282740
Jacobs;H98;2;18;24839164;25709378;870214
Jacobs;H98;2;16;31657214;32379564;722350
Jacobs;H98;2;44;39586061;42550059;2963998
Jacobs;H98;2;26;49646230;51384849;1738619
Jacobs;H98;2;68;53366034;56804497;3438463
Jacobs;H98;2;32;79225836;80904183;1678347
Jacobs;H98;2;222;84640849;97685376;13044527
Jacobs;H98;2;24;122060498;123671526;1611028
Jacobs;H98;2;23;133594324;135063522;1469198
Jacobs;H98;2;24;136745970;138081646;1335676
Jacobs;H98;2;18;142863809;143864562;1000753
Jacobs;H98;2;16;144931308;145745763;814455
Jacobs;H98;2;19;149720801;150755823;1035022
Jacobs;H98;2;66;151148561;155158608;4010047
Jacobs;H98;2;30;186410235;188204145;1793910
Jacobs;H98;2;59;202088645;204997139;2908494
Jacobs;H98;2;80;208232368;212749665;4517297
Jacobs;H98;2;226;227921207;240556049;12634842
Jacobs;H98;10;126;1413129;10273523;8860394
Jacobs;H98;10;59;30674002;33898953;3224951
Jacobs;H98;10;16;36637311;37738237;1100926
Jacobs;H98;10;20;38727795;40071898;1344103
Jacobs;H98;10;61;41271768;45845544;4573776
Jacobs;H98;10;33;47287047;48804938;1517891
Jacobs;H98;10;35;57261965;59691651;2429686
Jacobs;H98;10;85;62418210;68311196;5892986
Jacobs;H98;10;82;82083004;86415081;4332077
Jacobs;H99;2;25;985851;2383174;1397323
Jacobs;H99;2;24;3930781;5011935;1081154
Jacobs;H99;2;16;5094572;5798140;703568
Jacobs;H99;2;30;14523912;16096373;1572461
Jacobs;H99;2;27;22809937;24092677;1282740
Jacobs;H99;2;18;24839164;25709378;870214
Jacobs;H99;2;16;31657214;32379564;722350
Jacobs;H99;2;108;93102704;99427585;6324881
Jacobs;H99;2;15;106975218;107573497;598279
Jacobs;H99;2;25;113113775;115340878;2227103
Jacobs;H99;2;104;122060498;127699622;5639124
Jacobs;H99;2;83;142709866;147821995;5112129
Jacobs;H99;2;67;180818063;184760567;3942504
Jacobs;H99;2;20;204364546;205403175;1038629
Jacobs;H99;2;27;211611196;213219804;1608608
Jacobs;H99;2;35;215844761;219694019;3849258
Jacobs;H99;2;25;223647440;224864722;1217282
Jacobs;H99;10;26;11178146;12600289;1422143
Jacobs;H99;10;18;15018558;16139981;1121423
Jacobs;H99;10;127;23305210;30129111;6823901
Jacobs;H99;10;38;36883392;40071898;3188506
Jacobs;H99;10;100;40771431;47487991;6716560
Jacobs;H99;10;16;54142960;55211505;1068545
Jacobs;H99;10;26;59887584;61065661;1178077
Jacobs;H99;10;16;69208998;69913567;704569
Jacobs;H99;10;29;74131332;75564317;1432985
Jacobs;H99;24;21;7454516;8489860;1035344
Jacobs;H99;24;86;15637488;22600531;6963043
Jacobs;H99;24;51;29155367;32495625;3340258
Jacobs;H99;24;51;37808477;41600515;3792038
Jacobs;H100;2;36;2451471;4166902;1715431
Jacobs;H100;2;73;22396321;26300198;3903877
Jacobs;H100;2;91;45658202;51384849;5726647
Jacobs;H100;2;49;54240741;56804497;2563756
Jacobs;H100;2;28;65402955;67012655;1609700
Jacobs;H100;2;103;79017511;84802665;5785154
Jacobs;H100;2;74;84938566;88789712;3851146
Jacobs;H100;2;20;107171359;107911874;740515
Jacobs;H100;2;16;108309773;108954373;644600
Jacobs;H100;2;19;121796989;123432784;1635795
Jacobs;H100;2;44;131727936;133577022;1849086
Jacobs;H100;2;35;140158515;141971484;1812969
Jacobs;H100;2;27;145994402;147821995;1827593
Jacobs;H100;2;16;215498705;217457102;1958397
Jacobs;H100;2;95;229248722;234947844;5699122
Jacobs;H100;2;21;247245173;248543195;1298022
Jacobs;H100;10;76;18930071;23126119;4196048
Jacobs;H100;10;283;30072709;47487991;17415282
Jacobs;H100;10;16;67609179;68694545;1085366
Jacobs;H100;10;33;74111393;75682529;1571136
Jacobs;H100;10;45;82477869;84741018;2263149
Jacobs;H100;24;72;11611963;16811910;5199947
Jacobs;H100;24;15;21629724;22855134;1225410
Jacobs;H100;24;37;24591560;27526097;2934537
Jacobs;H105;2;29;1906939;3291115;1384176
Jacobs;H105;2;70;10887825;14827510;3939685
Jacobs;H105;2;119;17969084;24092677;6123593
Jacobs;H105;2;18;24839164;25709378;870214
Jacobs;H105;2;16;31657214;32379564;722350
Jacobs;H105;2;49;54240741;56804497;2563756
Jacobs;H105;2;28;65402955;67012655;1609700
Jacobs;H105;2;49;69991657;73109758;3118101
Jacobs;H105;2;103;79017511;84802665;5785154
Jacobs;H105;2;74;84938566;88789712;3851146
Jacobs;H105;2;69;103618164;107627876;4009712
Jacobs;H105;2;17;122060498;123432784;1372286
Jacobs;H105;2;16;131727936;132323750;595814
Jacobs;H105;2;45;140158515;142506224;2347709
Jacobs;H105;2;431;143847759;168665722;24817963
Jacobs;H105;2;126;171228786;178764936;7536150
Jacobs;H105;2;77;187856073;192149660;4293587
Jacobs;H105;2;32;194853812;197093416;2239604
Jacobs;H105;2;39;199432096;201797379;2365283
Jacobs;H105;2;15;205305554;206180550;874996
Jacobs;H105;2;178;211611196;223908949;12297753
Jacobs;H105;10;17;14007878;14856146;848268
Jacobs;H105;10;37;30674002;32637918;1963916
Jacobs;H105;10;188;36637311;48696250;12058939
Jacobs;H105;10;24;67307992;68743197;1435205
Jacobs;H105;10;31;82225985;83855530;1629545
Jacobs;H105;24;72;11611963;16811910;5199947
Jacobs;H106;2;286;54240741;69079036;14838295
Jacobs;H106;2;52;93217367;95965733;2748366
Jacobs;H106;2;142;119490716;127070041;7579325
Jacobs;H106;2;17;130009715;130926896;917181
Jacobs;H106;2;43;152437856;155158608;2720752
Jacobs;H106;2;87;180818063;186224877;5406814
Jacobs;H106;2;15;198596572;199195240;598668
Jacobs;H106;2;45;234808295;236783616;1975321
Jacobs;H106;10;17;14007878;14856146;848268
Jacobs;H106;10;28;36883392;39457465;2574073
Jacobs;H106;10;19;40105937;40971187;865250
Jacobs;H106;10;18;46618259;47487991;869732
Jacobs;H106;10;39;47662790;49310196;1647406
Jacobs;H106;10;16;52284660;53098812;814152
Jacobs;H106;10;21;74631551;75682529;1050978
Jacobs;H106;24;15;6222497;6976657;754160
Jacobs;H106;24;26;8842899;10977878;2134979
Jacobs;H106;24;86;16041579;23184425;7142846
Jacobs;H107;2;49;5039528;7490500;2450972
Jacobs;H107;2;116;7727437;14159758;6432321
Jacobs;H107;2;40;24966147;27311358;2345211
Jacobs;H107;2;33;51824098;53415584;1591486
Jacobs;H107;2;16;53991275;54669270;677995
Jacobs;H107;2;236;54687816;66858417;12170601
Jacobs;H107;2;28;73475221;75042274;1567053
Jacobs;H107;2;101;84069275;90362958;6293683
Jacobs;H107;2;27;90945684;92162531;1216847
Jacobs;H107;2;16;98652142;99487592;835450
Jacobs;H107;2;20;113897647;115476148;1578501
Jacobs;H107;2;18;120634348;121330712;696364
Jacobs;H107;2;20;122060498;123528595;1468097
Jacobs;H107;2;72;156678409;161172554;4494145
Jacobs;H107;2;45;182286302;184673171;2386869
Jacobs;H107;2;39;199432096;201797379;2365283
Jacobs;H107;2;16;228130504;228848890;718386
Jacobs;H107;10;126;1413129;10273523;8860394
Jacobs;H107;10;121;23305210;29882404;6577194
Jacobs;H107;10;18;36448017;37738237;1290220
Jacobs;H107;10;20;38727795;40071898;1344103
Jacobs;H107;10;139;41271768;49560674;8288906
Jacobs;H107;10;35;57261965;59691651;2429686
Jacobs;H107;10;39;66062576;68311196;2248620
Jacobs;H107;10;80;74681400;78876406;4195006
Jacobs;H107;10;84;78950748;83213988;4263240
Jacobs;H107;24;26;8842899;10977878;2134979
Jacobs;H107;24;68;16351007;21910840;5559833
Jacobs;H107;24;18;33397677;34176391;778714
Jacobs;H113;2;174;27355362;38243345;10887983
Jacobs;H113;2;33;40099347;42499181;2399834
Jacobs;H113;2;57;63635636;66543498;2907862
Jacobs;H113;2;32;68216266;69880623;1664357
Jacobs;H113;2;19;75674121;76748382;1074261
Jacobs;H113;2;66;77918896;81273844;3354948
Jacobs;H113;2;52;93217367;95965733;2748366
Jacobs;H113;2;17;140158515;141007423;848908
Jacobs;H113;2;19;149720801;150755823;1035022
Jacobs;H113;2;105;151148561;157319697;6171136
Jacobs;H113;2;77;187856073;192149660;4293587
Jacobs;H113;2;32;194853812;197093416;2239604
Jacobs;H113;2;39;199432096;201797379;2365283
Jacobs;H113;2;42;205305554;207747048;2441494
Jacobs;H113;2;138;208232368;217890987;9658619
Jacobs;H113;2;183;231170715;241543820;10373105
Jacobs;H113;10;52;1413129;4903158;3490029
Jacobs;H113;10;49;4986490;9093522;4107032
Jacobs;H113;10;17;14007878;14856146;848268
Jacobs;H113;10;37;30674002;32637918;1963916
Jacobs;H113;10;247;36637311;51804306;15166995
Jacobs;H113;10;35;57261965;59691651;2429686
Jacobs;H113;10;28;66779341;68575459;1796118
Jacobs;H113;24;42;96467;3507572;3411105
Jacobs;H113;24;61;37349126;42027686;4678560
Jacobs;H114;2;54;2451471;4835268;2383797
Jacobs;H114;2;31;5986185;7490500;1504315
Jacobs;H114;2;146;22109813;30849683;8739870
Jacobs;H114;2;43;35582012;38602691;3020679
Jacobs;H114;2;16;53991275;54669270;677995
Jacobs;H114;2;103;79017511;84802665;5785154
Jacobs;H114;2;74;84938566;88789712;3851146
Jacobs;H114;2;316;101320194;121484489;20164295
Jacobs;H114;2;20;122060498;123528595;1468097
Jacobs;H114;2;22;133402369;134770618;1368249
Jacobs;H114;2;27;145994402;147821995;1827593
Jacobs;H114;2;16;215498705;217457102;1958397
Jacobs;H114;2;95;229248722;234947844;5699122
Jacobs;H114;10;139;1413129;10922307;9509178
Jacobs;H114;10;46;12231314;14856146;2624832
Jacobs;H114;10;36;21309973;23126119;1816146
Jacobs;H114;10;37;30674002;32637918;1963916
Jacobs;H114;10;28;36883392;39457465;2574073
Jacobs;H114;10;19;40105937;40971187;865250
Jacobs;H114;10;18;46618259;47487991;869732
Jacobs;H114;10;39;47662790;49310196;1647406
Jacobs;H114;10;15;54511117;55377753;866636
Jacobs;H114;10;47;56100245;59236641;3136396
Jacobs;H114;10;97;59298205;65768192;6469987
Jacobs;H114;10;42;73780536;75682529;1901993
Jacobs;H114;10;37;82687218;84537988;1850770
Jacobs;H114;24;17;96467;1377045;1280578
Jacobs;H114;24;16;11076801;12335936;1259135
Jacobs;H115;2;50;1906939;4351718;2444779
Jacobs;H115;2;16;53991275;54669270;677995
Jacobs;H115;2;217;56039866;67126344;11086478
Jacobs;H115;2;63;72875158;76627899;3752741
Jacobs;H115;2;74;84640849;88553200;3912351
Jacobs;H115;2;128;96566325;104101891;7535566
Jacobs;H115;2;24;118134501;119654696;1520195
Jacobs;H115;2;17;122060498;123432784;1372286
Jacobs;H115;2;36;130606432;132323750;1717318
Jacobs;H115;2;35;140158515;141971484;1812969
Jacobs;H115;2;22;154579541;155797260;1217719
Jacobs;H115;2;77;167901271;172311083;4409812
Jacobs;H115;2;16;215498705;217457102;1958397
Jacobs;H115;2;16;217890987;219015064;1124077
Jacobs;H115;2;21;220083076;221216169;1133093
Jacobs;H115;2;85;244012987;248799264;4786277
Jacobs;H115;10;16;33808019;34439731;631712
Jacobs;H115;10;28;36883392;39457465;2574073
Jacobs;H115;10;69;74111393;77556267;3444874
Jacobs;H115;24;68;26493858;31556086;5062228
Jacobs;H116;2;25;1717596;2877210;1159614
Jacobs;H116;2;32;51824098;53366034;1541936
Jacobs;H116;2;48;55946911;58102980;2156069
Jacobs;H116;2;28;65402955;67012655;1609700
Jacobs;H116;2;57;79017511;81785728;2768217
Jacobs;H116;2;87;84069275;88789712;4720437
Jacobs;H116;2;15;94981400;95731895;750495
Jacobs;H116;2;192;103331488;116465257;13133769
Jacobs;H116;2;20;122060498;123528595;1468097
Jacobs;H116;2;38;125343919;127088467;1744548
Jacobs;H116;2;27;127495017;129045322;1550305
Jacobs;H116;2;31;155026089;156678409;1652320
Jacobs;H116;2;16;157252102;158187310;935208
Jacobs;H116;2;20;198155571;199020889;865318
Jacobs;H116;2;42;199225518;201797379;2571861
Jacobs;H116;2;227;202088645;215251657;13163012
Jacobs;H116;10;78;17748924;22285343;4536419
Jacobs;H116;10;44;29842383;31770739;1928356
Jacobs;H116;10;34;36637311;39457465;2820154
Jacobs;H116;10;130;56946876;65768192;8821316
Jacobs;H116;10;52;67307992;70187303;2879311
Jacobs;H116;10;56;71426400;74728587;3302187
Jacobs;H116;24;96;29375887;35991517;6615630
Jacobs;H26;2;15;5940814;6740866;800052
Jacobs;H26;2;100;10782174;16096373;5314199
Jacobs;H26;2;16;53991275;54669270;677995
Jacobs;H26;2;112;68216266;74824143;6607877
Jacobs;H26;2;54;84938566;87916949;2978383
Jacobs;H26;2;44;91063757;93513090;2449333
Jacobs;H26;2;54;118497369;121330712;2833343
Jacobs;H26;2;28;121455578;123432784;1977206
Jacobs;H26;2;16;133402369;134244380;842011
Jacobs;H26;2;33;138618372;140273577;1655205
Jacobs;H26;2;61;141007423;144457580;3450157
Jacobs;H26;2;34;205244432;207231826;1987394
Jacobs;H26;2;39;212342465;215251657;2909192
Jacobs;H26;2;50;216032030;220852308;4820278
Jacobs;H26;2;20;226617529;227734587;1117058
Jacobs;H26;2;43;231170715;233623788;2453073
Jacobs;H26;10;36;1413129;4075086;2661957
Jacobs;H26;10;49;5450092;9318987;3868895
Jacobs;H26;10;48;15018558;17748924;2730366
Jacobs;H26;10;28;36883392;39457465;2574073
Jacobs;H26;10;29;42731359;45083665;2352306
Jacobs;H26;10;16;52284660;53098812;814152
Jacobs;H26;10;49;55944722;59143370;3198648
Jacobs;H26;10;28;67609179;69311273;1702094
Jacobs;H26;10;68;82225985;85889796;3663811
Jacobs;H26;24;69;16351007;22222030;5871023
Jacobs;H26;24;26;24776080;26681408;1905328
Jacobs;H32;2;18;158066;1625350;1467284
Jacobs;H32;2;90;1675016;6092514;4417498
Jacobs;H32;2;60;8218127;11400715;3182588
Jacobs;H32;2;21;114411448;115743360;1331912
Jacobs;H32;2;15;116108127;117115355;1007228
Jacobs;H32;2;28;121590788;123528595;1937807
Jacobs;H32;2;53;135178922;138159566;2980644
Jacobs;H32;2;23;152529090;154052685;1523595
Jacobs;H32;10;15;21811328;22650915;839587
Jacobs;H32;10;27;29353089;30618253;1265164
Jacobs;H32;10;37;30674002;32637918;1963916
Jacobs;H32;10;38;36883392;40071898;3188506
Jacobs;H32;10;116;40771431;48243886;7472455
Jacobs;H32;10;19;50876668;51659456;782788
Jacobs;H32;10;72;52515784;57089480;4573696
Jacobs;H32;10;50;65931464;68743197;2811733
Jacobs;H32;10;130;71426400;78641554;7215154
Jacobs;H32;24;31;17307132;19741398;2434266
Jacobs;H32;24;19;24776080;25961188;1185108
Navajo-Churro;H38;2;15;54086367;54687816;601449
Navajo-Churro;H38;2;15;113113775;114558942;1445167
Navajo-Churro;H38;2;21;131682707;132526868;844161
Navajo-Churro;H38;2;19;166996675;167955730;959055
Navajo-Churro;H38;24;16;1938133;3031957;1093824
Navajo-Churro;H44;2;55;53837176;56521561;2684385
Navajo-Churro;H44;2;15;113113775;114558942;1445167
Navajo-Churro;H44;2;17;148274554;149186801;912247
Navajo-Churro;H44;2;661;160549720;199498132;38948412
Navajo-Churro;H44;2;19;234269471;235184763;915292
Navajo-Churro;H44;10;81;24187107;28438915;4251808
Navajo-Churro;H44;10;25;28502457;29806294;1303837
Navajo-Churro;H44;10;17;35528316;36385864;857548
Navajo-Churro;H44;10;22;40105937;41210470;1104533
Navajo-Churro;H44;10;22;57077569;58143024;1065455
Navajo-Churro;H44;10;154;78520137;86415081;7894944
Navajo-Churro;H56;2;74;158066;4370486;4212420
Navajo-Churro;H56;2;172;86057456;95965733;9908277
Navajo-Churro;H56;2;15;113113775;114558942;1445167
Navajo-Churro;H56;2;18;178045098;179079150;1034052
Navajo-Churro;H56;2;98;210045166;216807667;6762501
Navajo-Churro;H56;10;22;33648969;34569205;920236
Navajo-Churro;H56;10;23;43647988;44929212;1281224
Jacobs;H50;2;22;6349125;7490500;1141375
Jacobs;H50;2;52;7727437;10649928;2922491
Jacobs;H50;2;19;30109974;31144311;1034337
Jacobs;H50;2;73;55415073;58791324;3376251
Jacobs;H50;2;20;65402955;66543498;1140543
Jacobs;H50;2;90;70802060;76075819;5273759
Jacobs;H50;2;94;92631842;98008059;5376217
Jacobs;H50;2;360;98817919;121330712;22512793
Jacobs;H50;2;20;122001925;123494681;1492756
Jacobs;H50;2;31;128510347;130206119;1695772
Jacobs;H50;2;16;131727936;132323750;595814
Jacobs;H50;2;24;136745970;138081646;1335676
Jacobs;H50;2;407;176765339;201496886;24731547
Jacobs;H50;2;72;230657435;234947844;4290409
Jacobs;H50;10;146;1413129;11356894;9943765
Jacobs;H50;10;18;22014650;22955949;941299
Jacobs;H50;10;15;32446306;33296865;850559
Jacobs;H50;10;33;33898953;35371668;1472715
Jacobs;H50;10;28;36883392;39457465;2574073
Jacobs;H50;10;19;40105937;40971187;865250
Jacobs;H50;10;17;46618259;47385192;766933
Jacobs;H50;10;17;50699349;51490237;790888
Jacobs;H50;10;82;55944722;60841810;4897088
Jacobs;H50;10;43;84100127;86415081;2314954
Jacobs;H50;24;27;4000350;5874652;1874302
Jacobs;H50;24;29;5978910;7615311;1636401
Jacobs;H50;24;22;7721963;8842899;1120936
Jacobs;H50;24;164;12065734;24690825;12625091
Jacobs;H50;24;17;32598869;33503397;904528
Jacobs;H27;2;395;158066;21690410;21532344
Jacobs;H27;2;32;68216266;69880623;1664357
Jacobs;H27;2;130;84640849;92162531;7521682
Jacobs;H27;2;72;96566325;100951258;4384933
Jacobs;H27;2;17;122060498;123432784;1372286
Jacobs;H27;2;44;131727936;133577022;1849086
Jacobs;H27;2;42;186306661;188785740;2479079
Jacobs;H27;2;115;189799453;196397256;6597803
Jacobs;H27;2;163;209050239;220852308;11802069
Jacobs;H27;2;17;227127050;228074336;947286
Jacobs;H27;10;18;8894322;9736034;841712
Jacobs;H27;10;16;13056079;13855191;799112
Jacobs;H27;10;39;14573661;16744641;2170980
Jacobs;H27;10;15;20482744;21309973;827229
Jacobs;H27;10;128;36883392;46200425;9317033
Jacobs;H27;10;25;46264587;47385192;1120605
Jacobs;H27;10;23;52768972;54375509;1606537
Jacobs;H27;10;17;67609179;68743197;1134018
Jacobs;H27;10;41;75314642;77276861;1962219
Jacobs;H27;24;62;15510478;20406106;4895628
Navajo-Churro;H33;2;23;23460849;24646366;1185517
Navajo-Churro;H33;2;21;69880623;71218360;1337737
Navajo-Churro;H33;2;21;99399983;100718159;1318176
Navajo-Churro;H33;2;20;107258684;107989499;730815
Navajo-Churro;H33;2;17;108264568;108954373;689805
Navajo-Churro;H33;2;278;116992107;132056189;15064082
Navajo-Churro;H33;2;16;134301618;135178922;877304
Navajo-Churro;H33;2;19;141192562;142123229;930667
Navajo-Churro;H33;2;15;149539226;150249776;710550
Navajo-Churro;H33;2;21;182124730;183164212;1039482
Navajo-Churro;H33;2;16;215680487;217719922;2039435
Navajo-Churro;H33;2;35;223856449;225533687;1677238
Navajo-Churro;H33;10;15;28502457;29304176;801719
Navajo-Churro;H33;10;22;43417893;44708676;1290783
Navajo-Churro;H33;10;32;50058081;51782008;1723927
Navajo-Churro;H33;10;51;71521530;74592356;3070826
Navajo-Churro;H33;10;15;81397746;81950954;553208
Navajo-Churro;H33;10;18;82994149;83807586;813437
Navajo-Churro;H33;24;28;32623905;34113252;1489347
Navajo-Churro;H39;2;25;14359717;15424986;1065269
Navajo-Churro;H39;2;330;75848139;94525031;18676892
Navajo-Churro;H39;2;15;102804384;103629915;825531
Navajo-Churro;H39;2;229;105702129;120634348;14932219
Navajo-Churro;H39;2;16;121515740;122429181;913441
Navajo-Churro;H39;2;17;189799453;190643587;844134
Navajo-Churro;H39;2;18;223762044;224527713;765669
Navajo-Churro;H39;10;25;42242344;44495989;2253645
Navajo-Churro;H45;2;440;158066;23881589;23723523
Navajo-Churro;H45;2;16;71387561;72284971;897410
Navajo-Churro;H45;2;15;80376822;80942245;565423
Navajo-Churro;H45;2;65;92162531;95965733;3803202
Navajo-Churro;H45;2;15;153972547;154723424;750877
Navajo-Churro;H45;2;16;159278703;160185941;907238
Navajo-Churro;H45;2;34;228977129;230789586;1812457
Navajo-Churro;H45;10;97;2769146;9416750;6647604
Navajo-Churro;H45;24;16;9658771;11232313;1573542
Navajo-Churro;H45;24;16;20734455;21910840;1176385
Navajo-Churro;H45;24;19;22329952;23689555;1359603
Navajo-Churro;H45;24;16;25614223;26759068;1144845
Navajo-Churro;H45;24;17;36938439;37753985;815546
Jacobs;H51;2;82;158066;4697573;4539507
Jacobs;H51;2;96;7672558;13078663;5406105
Jacobs;H51;2;24;17033754;18083119;1049365
Jacobs;H51;2;27;22809937;24092677;1282740
Jacobs;H51;2;79;24839164;29960448;5121284
Jacobs;H51;2;33;51824098;53415584;1591486
Jacobs;H51;2;16;53991275;54669270;677995
Jacobs;H51;2;28;54687816;56154368;1466552
Jacobs;H51;2;125;59972946;66543498;6570552
Jacobs;H51;2;17;70802060;71793127;991067
Jacobs;H51;2;20;107171359;107911874;740515
Jacobs;H51;2;16;108309773;108954373;644600
Jacobs;H51;2;19;121796989;123432784;1635795
Jacobs;H51;2;47;132841528;135391568;2550040
Jacobs;H51;2;24;136745970;138081646;1335676
Jacobs;H51;2;87;142676162;147996276;5320114
Jacobs;H51;2;21;159437585;160694589;1257004
Jacobs;H51;2;246;186306661;200658492;14351831
Jacobs;H51;2;15;205305554;206180550;874996
Jacobs;H51;2;178;208232368;220903491;12671123
Jacobs;H51;2;23;221624187;222800960;1176773
Jacobs;H51;2;52;233377856;235857471;2479615
Jacobs;H51;10;171;1413129;13056079;11642950
Jacobs;H51;10;692;20839740;61065661;40225921
Jacobs;H51;10;77;82477869;86415081;3937212
Jacobs;H51;24;134;12036238;22329952;10293714
Jacobs;H57;2;50;1906939;4351718;2444779
Jacobs;H57;2;514;39586061;68412890;28826829
Jacobs;H57;2;211;91143985;103407822;12263837
Jacobs;H57;2;118;140655290;147650770;6995480
Jacobs;H57;2;126;199432096;206180550;6748454
Jacobs;H57;2;25;209050239;210418618;1368379
Jacobs;H57;2;28;215844761;219015064;3170303
Jacobs;H57;10;17;14007878;14856146;848268
Jacobs;H57;10;41;15587696;17748924;2161228
Jacobs;H57;10;24;32968431;34175819;1207388
Jacobs;H57;10;16;36637311;37738237;1100926
Jacobs;H57;10;31;41802553;44430609;2628056
Jacobs;H57;10;35;50876668;52388827;1512159
Jacobs;H57;10;29;53098812;54955412;1856600
Jacobs;H57;10;123;62065368;70187303;8121935
Jacobs;H57;10;109;71426400;77507372;6080972
Jacobs;H57;10;16;77939102;78803876;864774
Jacobs;H57;10;34;84696261;86415081;1718820
Jacobs;H57;24;94;17040364;24629625;7589261
Jacobs;H57;24;115;33313461;42027686;8714225
Navajo-Churro;H28;2;70;80904183;84938566;4034383
Navajo-Churro;H28;2;17;103778735;104876321;1097586
Navajo-Churro;H28;2;26;108235636;109487038;1251402
Navajo-Churro;H28;2;22;129537914;130831021;1293107
Navajo-Churro;H28;2;22;148479250;149505811;1026561
Navajo-Churro;H28;2;35;238249575;240012290;1762715
Navajo-Churro;H28;10;54;30849548;33843863;2994315
Navajo-Churro;H28;10;21;36847123;38751668;1904545
Navajo-Churro;H28;10;23;41420084;43591931;2171847
Navajo-Churro;H34;2;68;14272947;17733005;3460058
Navajo-Churro;H34;2;168;17834999;26807018;8972019
Navajo-Churro;H34;2;292;75799552;92095417;16295865
Navajo-Churro;H34;2;65;92162531;95965733;3803202
Navajo-Churro;H34;2;217;160549720;172424726;11875006
Navajo-Churro;H34;2;168;172516697;183252529;10735832
Navajo-Churro;H34;2;71;183389553;187836750;4447197
Navajo-Churro;H34;2;136;187916592;195861753;7945161
Navajo-Churro;H34;2;23;202249334;203171974;922640
Navajo-Churro;H34;2;79;236398303;241057841;4659538
Navajo-Churro;H34;2;30;241298301;243050370;1752069
Navajo-Churro;H34;10;81;24187107;28438915;4251808
Navajo-Churro;H34;10;25;28502457;29806294;1303837
Navajo-Churro;H34;10;17;35528316;36385864;857548
Navajo-Churro;H34;10;22;40105937;41210470;1104533
Navajo-Churro;H34;10;17;57077569;57892745;815176
Navajo-Churro;H34;10;18;71470411;72901888;1431477
Jacobs;H40;2;23;158066;1815412;1657346
Jacobs;H40;2;16;53991275;54669270;677995
Jacobs;H40;2;81;70802060;75644823;4842763
Jacobs;H40;2;217;103466624;117835621;14368997
Jacobs;H40;2;165;118099428;127070041;8970613
Jacobs;H40;2;132;133402369;140897169;7494800
Jacobs;H40;2;193;193176635;203989901;10813266
Jacobs;H40;2;15;205305554;206180550;874996
Jacobs;H40;2;46;212342465;215498705;3156240
Jacobs;H40;2;162;216032030;226569909;10537879
Jacobs;H40;2;15;232591652;233589543;997891
Jacobs;H40;10;46;1413129;4649782;3236653
Jacobs;H40;10;16;11178146;11920339;742193
Jacobs;H40;10;38;15733590;17748924;2015334
Jacobs;H40;10;29;36637311;39072962;2435651
Jacobs;H40;10;17;46618259;47385192;766933
Jacobs;H40;10;35;50876668;52388827;1512159
Jacobs;H40;10;49;55944722;59143370;3198648
Jacobs;H40;10;52;67307992;70187303;2879311
Jacobs;H40;10;103;71426400;77142109;5715709
Jacobs;H40;10;16;77939102;78803876;864774
Jacobs;H40;10;34;84696261;86415081;1718820
Jacobs;H40;24;106;5485098;12550566;7065468
Jacobs;H40;24;62;17040364;21910840;4870476
Jacobs;H40;24;17;40336394;42027686;1691292
Jacobs;H46;2;50;1906939;4351718;2444779
Jacobs;H46;2;75;4431496;8561759;4130263
Jacobs;H46;2;27;22809937;24092677;1282740
Jacobs;H46;2;88;24839164;30589213;5750049
Jacobs;H46;2;38;46219946;48824104;2604158
Jacobs;H46;2;82;53366034;57495366;4129332
Jacobs;H46;2;42;89567061;92132718;2565657
Jacobs;H46;2;27;93217367;94609125;1391758
Jacobs;H46;2;20;122060498;123528595;1468097
Jacobs;H46;2;56;131165894;133748186;2582292
Jacobs;H46;2;15;134667278;135391568;724290
Jacobs;H46;2;118;140655290;147650770;6995480
Jacobs;H46;2;30;215774413;219015064;3240651
Jacobs;H46;2;15;220083076;220955491;872415
Jacobs;H46;10;218;1413129;15733590;14320461
Jacobs;H46;10;24;32968431;34175819;1207388
Jacobs;H46;10;16;36637311;37738237;1100926
Jacobs;H46;10;31;41802553;44430609;2628056
Jacobs;H46;10;35;50876668;52388827;1512159
Jacobs;H46;10;29;53098812;54955412;1856600
Jacobs;H46;10;60;55944722;59776861;3832139
Jacobs;H46;10;23;63706057;65269159;1563102
Jacobs;H46;10;21;67307992;68575459;1267467
Jacobs;H46;10;48;78950748;81397746;2446998
Jacobs;H46;10;34;84696261;86415081;1718820
